,coms,counts,iter,m,t,total counts
0,"{u'5805051249': [u'5805051249'], u'2868676035': [u'1338667624', u'1637287967', u'2637695114', u'1807436544', u'1736574887', u'1801487174', u'1255595687', u'5677774627', u'2868676035', u'1912150611', u'3176804502', u'1596329427', u'2014878391', u'1483330984', u'1676368781', u'1655746665', u'3675736060', u'1044527073'], u'3894431539': [u'3894431539'], u'2535107964': [u'5581785513', u'1927811000', u'1691327452', u'2292724833', u'1722734561', u'1649022244', u'5999655077', u'3185559132', u'5422485865', u'6030700831', u'5848018124', u'6415590863', u'3199350714', u'5040955225', u'5201636310', u'5541658233', u'5411421965', u'3594663261', u'2106340262', u'3799120794', u'1645030600', u'3929428825', u'2795050952', u'1735422072', u'2836408933', u'1706390820', u'1496863785', u'3365597502', u'1798314100', u'5796731205', u'6144614176', u'5520977919', u'6004593533', u'5382001969', u'1782504847', u'2421924401', u'6346667698', u'2185357824', u'2166794900', u'2003231015', u'1737162532', u'2937810794', u'1731510334', u'5758484530', u'2889792073', u'6010580909', u'2057816572', u'6354488168', u'2446808661', u'6421601178', u'3657778317', u'3083790093', u'2168096235', u'5688193286', u'6345465312', u'2646917712', u'5171482644', u'3095118395', u'2111502073', u'2488102813', u'1265020392', u'3229125510', u'1043325954', u'5944959258', u'2217144630', u'5882953775', u'3173664883', u'2016408967', u'2156819945', u'2803745293', u'2702664171', u'5270236720', u'2255811735', u'2790179253', u'6074218720', u'1667489400', u'6074930760', u'2557759920', u'2176931977', u'5647404304', u'3480195754', u'3262917837', u'2300704621', u'6224322382', u'2012845807', u'2449907124', u'3124573985', u'1776439224', u'2383906194', u'1792553237', u'2591595652', u'1763415704', u'2207866077', u'1790168431', u'1909802154', u'6083192970', u'1945471502', u'5708373299', u'5289935988', u'1604826785', u'3417286420', u'2429892193', u'2653519215', u'6094546964', u'2631124934', u'3183079250', u'2246919923', u'1033251090', u'1785264505', u'6066271469', u'1710121695', u'2085969073', u'2016802611', u'6117570574', u'6488561780', u'1780384410', u'3641513235', u'1315044825', u'1751195602', u'5181800939', u'2803301701', u'1265268593', u'2661627953', u'5992657467', u'1765966825', u'5075623409'], u'2405882795': [u'2405882795'], u'6499396506': [u'5982499860', u'3066806617', u'6499396506', u'1776448504', u'5747735188', u'1732472555', u'2286908003', u'1779850265', u'5896999175', u'1647171880', u'2479879577', u'2803301701', u'2104819253', u'2136840934', u'6000233027', u'6488561780', u'6059985405', u'6433948143'], u'5572835122': [u'5572835122'], u'5057784708': [u'5057784708'], u'1811295583': [u'1811295583'], u'1890174912': [u'1890174912'], u'6094546291': [u'6094546291'], u'3906257036': [u'3906257036'], u'1897962685': [u'1897962685'], u'2795050952': [u'1803354513', u'2513145213'], u'2188420080': [u'2188420080'], u'3849658397': [u'3849658397'], u'1889033393': [u'1889033393'], u'1505903935': [u'1505903935'], u'3417286420': [u'5581785513', u'1691327452', u'5516731814', u'2292724833', u'1722734561', u'5999655077', u'5040955225', u'5201636310', u'5541658233', u'3594663261', u'1899538951', u'3929428825', u'1706390820', u'1496863785', u'3365597502', u'1787708464', u'2579590884', u'6346667698', u'2003231015', u'5758484530', u'2865132322', u'2057816572', u'6354488168', u'6421601178', u'3657778317', u'2166794900', u'2489773945', u'2156819945', u'2803745293', u'1684194171', u'2702664171', u'2067729021', u'5352815738', u'6224322382', u'1790168431', u'2408791330', u'3948713134', u'5289935988', u'1604826785', u'1710121695', u'1415759492', u'1571639605', u'5541403386', u'1786775304', u'2250969432', u'3480195754', u'2106340262', u'3799120794', u'2774157123', u'1941569375', u'1798314100', u'3565030051', u'5796731205', u'1888218763', u'1789945003', u'3183079250', u'3124573985', u'2836408933', u'2168096235', u'1265020392', u'5171482644', u'3229125510', u'1043325954', u'2016408967', u'2300704621', u'2255811735', u'5262270493', u'1667489400', u'5445234935', u'2176931977', u'5895107503', u'1776439224', u'1909802154', u'1598854362', u'1315044825', u'2653519215', u'5816648899', u'6066271469', u'2016802611', u'5984978677', u'3641513235', u'2661627953', u'5075623409'], u'1704802732': [u'3511174087', u'5453497576', u'1628672080', u'2656274875', u'3703691124', u'5253113286', u'2024623547', u'6030106624', u'5646921707', u'1616929234', u'6039748740', u'5183789796', u'5539653497', u'2332068297', u'2139391174', u'5983464280', u'1969091617', u'6367748206', u'6054878944', u'6070070468', u'5656468339', u'6049061076', u'5865930872', u'3743922832', u'5536952278', u'6071223221', u'2565158051', u'1704802732', u'3572550051', u'2535107964', u'2383396057', u'5625463340', u'6311613110', u'5612211051', u'1706038805', u'2409398842', u'5298194737', u'6202761459', u'1763154982', u'5939324423', u'6108101767'], u'1338667624': [u'1338667624', u'1637287967', u'2637695114', u'1807436544', u'1736574887', u'5677774627', u'1912150611', u'3176804502', u'1596329427', u'2014878391', u'1288764341', u'1676368781', u'1655746665', u'3675736060', u'1044527073'], u'5388495747': [u'5388495747'], u'2533607591': [u'2533607591'], u'5656468339': [u'1909802154', u'2168096235', u'2383906194', u'1792553237', u'6345465312', u'1691327452', u'1751195602', u'2646917712', u'6083192970', u'1941569375', u'6231598525', u'5181800939', u'5541403386', u'5422485865', u'2429892193', u'3565030051', u'6094546964', u'6004593533', u'1783475181', u'5895107503', u'5944959258', u'5882953775', u'3199350714', u'2279329675', u'1785264505', u'5708373299', u'1763415704', u'6111366027', u'1888218763', u'6066271469', u'6074218720', u'5075623409', u'1722464281', u'5445234935', u'2803301701', u'6117570574', u'1779850265', u'6074930760', u'2865132322', u'6010580909', u'1895467397', u'6121905712', u'3305085281', u'2557759920', u'1674242970', u'5647404304', u'6144614176', u'2579590884', u'5492605856', u'2446808661', u'3417286420'], u'6089123094': [u'6089123094']}",25,9,6,0.07217999999999947,371
